old_id	sense.julieartem	cues.julieartem	confidence.julieartem	comments.julieartem	sense.woordenschatjes	cues.woordenschatjes	confidence.woordenschatjes	comments.woordenschatjes	_ctxt.juliartem	_ctxt.woordenschatjes	_id	_ctxt.raw
zwart/adj/de_morgen_20040124_01_182/33	Slecht/ onvriendelijk (emotie)	R2	2		geen	R2	3.0	"Zwart als ""in rouw""."	en zijn naam laat afkorten als JFK . Hier komt John Kerry . 28 hoe <span class='target'>zwart</span> is de <em>weduwe</em> ? Maandag begint in Antwerpen het assisenproces tegen Els Leeman , verdacht	en zijn naam laat afkorten als JFK . Hier komt John Kerry . 28 hoe <span class='target'>zwart</span> is de <em>weduwe</em> ? Maandag begint in Antwerpen het assisenproces tegen Els Leeman , verdacht	zwart/adj/de_morgen_20040124_01_182/51	"en zijn naam laat afkorten als JFK . Hier komt John Kerry . 28 hoe <span class=""target"">zwart</span> is de weduwe ? Maandag begint in Antwerpen het assisenproces tegen Els Leeman , verdacht"
zwart/adj/de_morgen_20031231_01_92/1010	Huidskleur	R0,L0	4		zwart_9	R0,L11	5.0		miljoen mensen . Haïti wordt op 1 januari 2004 tweehonderd jaar . Ooit de <em>eerste</em> <span class='target'>zwarte</span> <em>republiek</em> ter wereld kende het land bijna niets anders dan dictaturen . Ook huidig president	miljoen mensen . <em>Haïti</em> wordt op 1 januari 2004 tweehonderd jaar . Ooit de eerste <span class='target'>zwarte</span> <em>republiek</em> ter wereld kende het land bijna niets anders dan dictaturen . Ook huidig president	zwart/adj/de_morgen_20031231_01_92/1140	"miljoen mensen . Haïti wordt op 1 januari 2004 tweehonderd jaar . Ooit de eerste <span class=""target"">zwarte</span> republiek ter wereld kende het land bijna niets anders dan dictaturen . Ook huidig president"
zwart/adj/de_morgen_20000413_01_121/156	Huidskleur	L0,R6	5		geen	R8,R3,R6	2.0	"Ik denk dat de betekenis samenvalt met ""collaborateurs in de Tweede Wereldoorlog""."	, een flink deel van de waarheid voor mij verborgen hebben gehouden . Dat <em>sommige</em> <span class='target'>zwarten</span> zich in de strijd tegen de <em>Britten</em> met Hitler identificeerden , is geen detail .	, een flink deel van de waarheid voor mij verborgen hebben gehouden . Dat sommige <span class='target'>zwarten</span> zich in de <em>strijd</em> tegen de <em>Britten</em> met <em>Hitler</em> identificeerden , is geen detail .	zwart/adj/de_morgen_20000413_01_121/180	", een flink deel van de waarheid voor mij verborgen hebben gehouden . Dat sommige <span class=""target"">zwarten</span> zich in de strijd tegen de Britten met Hitler identificeerden , is geen detail ."
zwart/adj/de_morgen_19990515_01_125/41	Slecht/ onvriendelijk (emotie)	R0,L3,L2	2		zwart_5	R0	2.0	"Twijfel tussen ""moreel verwerpelijk"" en ""ongeluk zijnde""."	grote rondes . Op een ogenblik dat vooral de Franse wielerwereld <em>gebukt</em> <em>gaat</em> onder nieuwe <span class='target'>zwarte</span> <em>dopingwolken</em> , ligt Italië aan de voeten van Marco Pantani . ' De Piraat '	grote rondes . Op een ogenblik dat vooral de Franse wielerwereld gebukt gaat onder nieuwe <span class='target'>zwarte</span> <em>dopingwolken</em> , ligt Italië aan de voeten van Marco Pantani . ' De Piraat '	zwart/adj/de_morgen_19990515_01_125/57	"grote rondes . Op een ogenblik dat vooral de Franse wielerwereld gebukt gaat onder nieuwe <span class=""target"">zwarte</span> dopingwolken , ligt Italië aan de voeten van Marco Pantani . ' De Piraat '"
zwart/adj/de_morgen_19990925_01_87/18	Slecht/ onvriendelijk (emotie)	R0,R1	2		zwart_2	L0,R0	5.0		Roet in het eten Het dioxinedrama : het spel en de spelers Pagina 8 : BBI onderzoekt <span class='target'>zwart</span> <em>circuit</em> <em>Maandag</em> het dossier in De Morgen	Roet in het eten Het dioxinedrama : het spel en de spelers Pagina 8 : BBI <em>onderzoekt</em> <span class='target'>zwart</span> <em>circuit</em> Maandag het dossier in De Morgen	zwart/adj/de_morgen_19990925_01_87/26	"Roet in het eten Het dioxinedrama : het spel en de spelers Pagina 8 : BBI onderzoekt <span class=""target"">zwart</span> circuit Maandag het dossier in De Morgen"
zwart/adj/de_morgen_20020530_01_20/535	Kleur	R0	5		zwart_1	R0,L5,L3	5.0		". "" De vlag van de Antwerpse snorrenclub is rood met wit en met een <span class='target'>zwarte</span> <em>snor</em> erop . Elk jaar wordt de snorrenvlag in een boom op Snoravia gehangen ."	". "" De vlag van de Antwerpse snorrenclub is <em>rood</em> met <em>wit</em> en met een <span class='target'>zwarte</span> <em>snor</em> erop . Elk jaar wordt de snorrenvlag in een boom op Snoravia gehangen ."	zwart/adj/de_morgen_20020530_01_20/605	". "" De vlag van de Antwerpse snorrenclub is rood met wit en met een <span class=""target"">zwarte</span> snor erop . Elk jaar wordt de snorrenvlag in een boom op Snoravia gehangen ."
zwart/adj/de_morgen_20001026_01_71/116	Kleur	R0,R1	5		zwart_1	R1,R0	5.0		Deze nethandschoenen - je vindt ze in elke tweedehandszaak - zijn nogal luchtig en bieden niet die bescherming , maar ze zijn ideaal bij een gotische look , in combinatie met een <span class='target'>zwart</span> <em>lederen</em> <em>jack</em> . Glitternagellak is niet nieuw . Wel nieuw in het nagelgamma zijn tekeningen	Deze nethandschoenen - je vindt ze in elke tweedehandszaak - zijn nogal luchtig en bieden niet die bescherming , maar ze zijn ideaal bij een gotische look , in combinatie met een <span class='target'>zwart</span> <em>lederen</em> <em>jack</em> . Glitternagellak is niet nieuw . Wel nieuw in het nagelgamma zijn tekeningen	zwart/adj/de_morgen_20001026_01_71/142	"Deze nethandschoenen - je vindt ze in elke tweedehandszaak - zijn nogal luchtig en bieden niet die bescherming , maar ze zijn ideaal bij een gotische look , in combinatie met een <span class=""target"">zwart</span> lederen jack . Glitternagellak is niet nieuw . Wel nieuw in het nagelgamma zijn tekeningen"
zwart/adj/de_morgen_20010119_01_152/38	Kleur	R0	5		zwart_3	R0	3.0	"Betekenis van ongeluk	 maar enkel door de vaste uitdrukking ""zwarte sneeuw""."	geleden viel er met het L&H-sponsorcontract manna uit de Ieperse basketbalhemel . Ondertussen is dat <span class='target'>zwarte</span> <em>sneeuw</em> geworden . Woensdag verloor Ieper nog van Le Mans in de Korac-beker . Al	geleden viel er met het L&H-sponsorcontract manna uit de Ieperse basketbalhemel . Ondertussen is dat <span class='target'>zwarte</span> <em>sneeuw</em> geworden . Woensdag verloor Ieper nog van Le Mans in de Korac-beker . Al	zwart/adj/de_morgen_20010119_01_152/52	"geleden viel er met het L&H-sponsorcontract manna uit de Ieperse basketbalhemel . Ondertussen is dat <span class=""target"">zwarte</span> sneeuw geworden . Woensdag verloor Ieper nog van Le Mans in de Korac-beker . Al"
zwart/adj/de_morgen_20021211_01_131/197	Kleur	R0	5		zwart_1	L4,L2,R9,R0	5.0		"Ik wreef haar direct een boek onder haar neus met foto's van longen die beschadigd zijn met <span class='target'>zwarte</span> <em>plekken</em> . Zij is direct gestopt ! "" Ik rook al te lang om meteen"	"Ik wreef haar direct een boek onder haar neus met foto's van <em>longen</em> die <em>beschadigd</em> zijn met <span class='target'>zwarte</span> <em>plekken</em> . Zij is direct gestopt ! "" Ik <em>rook</em> al te lang om meteen"	zwart/adj/de_morgen_20021211_01_131/227	"Ik wreef haar direct een boek onder haar neus met foto's van longen die beschadigd zijn met <span class=""target"">zwarte</span> plekken . Zij is direct gestopt ! "" Ik rook al te lang om meteen"
zwart/adj/de_morgen_20040308_01_124/471	Kleur	R1,R2	5		zwart_1	R2,R1,L7	5.0		Een uitschieter is een laat zelfportret , waar Rubens met een minimum aan middelen - wat <span class='target'>zwart</span> en <em>wit</em> <em>krijt</em> - een maximum aan psychologische diepgang bereikt . En er is dat	Een uitschieter is een laat zelfportret , waar <em>Rubens</em> met een minimum aan middelen - wat <span class='target'>zwart</span> en <em>wit</em> <em>krijt</em> - een maximum aan psychologische diepgang bereikt . En er is dat	zwart/adj/de_morgen_20040308_01_124/533	"Een uitschieter is een laat zelfportret , waar Rubens met een minimum aan middelen - wat <span class=""target"">zwart</span> en wit krijt - een maximum aan psychologische diepgang bereikt . En er is dat"
zwart/adj/de_morgen_20030826_01_6/228	Huidskleur	L9,L8,L6,L5,L3,L2,R3,R4	5		zwart_9	R3,L3,L2,R14,R4	5.0		mensen . We hebben verdorie <em>zwarte</em> <em>politici</em> , <em>zwarte</em> <em>leerkrachten</em> en <em>gelijke</em> <em>rechten</em> maar een <span class='target'>zwarte</span> moet wel met <em>witte</em> <em>protheses</em> rondlopen . Je kunt net zo goed aan een blanke	mensen . We hebben verdorie zwarte politici , zwarte leerkrachten en <em>gelijke</em> <em>rechten</em> maar een <span class='target'>zwarte</span> moet wel met <em>witte</em> <em>protheses</em> rondlopen . Je kunt net zo goed aan een <em>blanke</em>	zwart/adj/de_morgen_20030826_01_6/262	"mensen . We hebben verdorie zwarte politici , zwarte leerkrachten en gelijke rechten maar een <span class=""target"">zwarte</span> moet wel met witte protheses rondlopen . Je kunt net zo goed aan een blanke"
zwart/adj/de_morgen_20011105_01_96/664	Slecht/ onvriendelijk (emotie)	R0,L2,R2	2		zwart_1	L4,R0	5.0		vijandelijkheden via de c-lijn . Van Wely antwoordt met een pionoffer om <em>greep</em> op de <span class='target'>zwarte</span> <em>velden</em> te <em>krijgen</em> . ) 16. a3 Lxc3 17. Dxc3 bxc4 18. b4 Lb7 19.	vijandelijkheden via de c-lijn . Van Wely antwoordt met een <em>pionoffer</em> om greep op de <span class='target'>zwarte</span> <em>velden</em> te krijgen . ) 16. a3 Lxc3 17. Dxc3 bxc4 18. b4 Lb7 19.	zwart/adj/de_morgen_20011105_01_96/734	"vijandelijkheden via de c-lijn . Van Wely antwoordt met een pionoffer om greep op de <span class=""target"">zwarte</span> velden te krijgen . ) 16. a3 Lxc3 17. Dxc3 bxc4 18. b4 Lb7 19."
zwart/adj/de_morgen_20040317_01_106/64	Kleur	R0,R1	5		zwart_1	R1,R0	5.0		Pv's zijn naar zeven personen verstuurd , onder wie Luciano D'Onofrio , zijn ' kompaan met het <span class='target'>zwarte</span> <em>lederen</em> <em>vest</em> ' , zijnde zijn chauffeur , en Emile Mpenza . De Rode Duivel	Pv's zijn naar zeven personen verstuurd , onder wie Luciano D'Onofrio , zijn ' kompaan met het <span class='target'>zwarte</span> <em>lederen</em> <em>vest</em> ' , zijnde zijn chauffeur , en Emile Mpenza . De Rode Duivel	zwart/adj/de_morgen_20040317_01_106/80	"Pv's zijn naar zeven personen verstuurd , onder wie Luciano D'Onofrio , zijn ' kompaan met het <span class=""target"">zwarte</span> lederen vest ' , zijnde zijn chauffeur , en Emile Mpenza . De Rode Duivel"
zwart/adj/de_morgen_19991211_01_77/595	Huidskleur	R0	4		zwart_9	R0,L3	5.0		ophield . Mack en Knight groeiden op in dezelfde buurt van Compton , een beruchte <span class='target'>zwarte</span> <em>wijk</em> in Los Angeles . Toen zijn huis werd doorzocht , trof de politie er	ophield . Mack en Knight groeiden op in dezelfde buurt van <em>Compton</em> , een beruchte <span class='target'>zwarte</span> <em>wijk</em> in Los Angeles . Toen zijn huis werd doorzocht , trof de politie er	zwart/adj/de_morgen_19991211_01_77/649	"ophield . Mack en Knight groeiden op in dezelfde buurt van Compton , een beruchte <span class=""target"">zwarte</span> wijk in Los Angeles . Toen zijn huis werd doorzocht , trof de politie er"
zwart/adj/de_morgen_20001124_01_32/437	Donker/duister (neutraal)	R0	5		geen	R0,L5,L4	2.0	Donker.	"zelfs mijn fouten . "" 't Waren eigenlijk geen zwarte gedachten die ik in die <span class='target'>zwarte</span> <em>nacht</em> lag te koesteren . Maar toch , hoe langer ik mijn vingers op die"	"zelfs mijn fouten . "" 't Waren eigenlijk geen <em>zwarte</em> <em>gedachten</em> die ik in die <span class='target'>zwarte</span> <em>nacht</em> lag te koesteren . Maar toch , hoe langer ik mijn vingers op die"	zwart/adj/de_morgen_20001124_01_32/505	"zelfs mijn fouten . "" 't Waren eigenlijk geen zwarte gedachten die ik in die <span class=""target"">zwarte</span> nacht lag te koesteren . Maar toch , hoe langer ik mijn vingers op die"
zwart/adj/de_morgen_20001209_01_108/1057	Kleur	R0	4		zwart_1	R0	5.0		Hij moest eraan zien te ontsnappen , anders zou hij binnen de kortste keren net als dat <span class='target'>zwarte</span> <em>stipje</em> in de golven van de donkere , diepe zee verdwijnen . Hij moest zijn	Hij moest eraan zien te ontsnappen , anders zou hij binnen de kortste keren net als dat <span class='target'>zwarte</span> <em>stipje</em> in de golven van de donkere , diepe zee verdwijnen . Hij moest zijn	zwart/adj/de_morgen_20001209_01_108/1177	"Hij moest eraan zien te ontsnappen , anders zou hij binnen de kortste keren net als dat <span class=""target"">zwarte</span> stipje in de golven van de donkere , diepe zee verdwijnen . Hij moest zijn"
zwart/adj/de_morgen_20000708_01_112/348	Slecht/ onvriendelijk (emotie)	R0	4		geen	R0	3.0	Eerder humor over taboe-onderwerpen.	- ' schrijf je met au in plaats van ou . ' Dat is haar <span class='target'>zwarte</span> <em>humor</em> . Ze gebruikt die gelukkig minder dan in het begin , toen maakte ze	- ' schrijf je met au in plaats van ou . ' Dat is haar <span class='target'>zwarte</span> <em>humor</em> . Ze gebruikt die gelukkig minder dan in het begin , toen maakte ze	zwart/adj/de_morgen_20000708_01_112/398	"- ' schrijf je met au in plaats van ou . ' Dat is haar <span class=""target"">zwarte</span> humor . Ze gebruikt die gelukkig minder dan in het begin , toen maakte ze"
zwart/adj/de_morgen_20030408_01_32/419	Huidskleur	R0,L1	5		zwart_9	R0	5.0		Davenport zouden zijn geweest . Plat taalgebruik dus dat sommigen zich slechts tegenover <em>mensen</em> met <span class='target'>zwarte</span> <em>huidskleur</em> veroorloven . Misschien niet bewust . Het zal wel . Misschien zo niet bedoeld	Davenport zouden zijn geweest . Plat taalgebruik dus dat sommigen zich slechts tegenover mensen met <span class='target'>zwarte</span> <em>huidskleur</em> veroorloven . Misschien niet bewust . Het zal wel . Misschien zo niet bedoeld	zwart/adj/de_morgen_20030408_01_32/467	"Davenport zouden zijn geweest . Plat taalgebruik dus dat sommigen zich slechts tegenover mensen met <span class=""target"">zwarte</span> huidskleur veroorloven . Misschien niet bewust . Het zal wel . Misschien zo niet bedoeld"
zwart/adj/de_morgen_20010306_01_93/386	Slecht/ onvriendelijk (emotie)	R0	5		zwart_3	R0,R4	5.0		de landbouwvoorman achter de staatsgreep van 1976 stond . Alles samen verdwenen tijdens de zeven <span class='target'>zwarte</span> <em>jaren</em> van de Argentijnse dictatuur ( '76-'83 ) zo'n 30.000 mensen .	de landbouwvoorman achter de staatsgreep van 1976 stond . Alles samen verdwenen tijdens de zeven <span class='target'>zwarte</span> <em>jaren</em> van de Argentijnse <em>dictatuur</em> ( '76-'83 ) zo'n 30.000 mensen .	zwart/adj/de_morgen_20010306_01_93/452	"de landbouwvoorman achter de staatsgreep van 1976 stond . Alles samen verdwenen tijdens de zeven <span class=""target"">zwarte</span> jaren van de Argentijnse dictatuur ( '76-'83 ) zo'n 30.000 mensen ."
zwart/adj/de_morgen_20000223_01_34/73	Slecht/ onvriendelijk (emotie)	R0	2		zwart_1	R0	5.0		ze berekend , kan ze iedere maand nog net rondkomen . Dan is er het <span class='target'>zwarte</span> <em>gat</em> . Maar hoe diep ze soms ook in de put zit , ze voelt	ze berekend , kan ze iedere maand nog net rondkomen . Dan is er het <span class='target'>zwarte</span> <em>gat</em> . Maar hoe diep ze soms ook in de put zit , ze voelt	zwart/adj/de_morgen_20000223_01_34/91	"ze berekend , kan ze iedere maand nog net rondkomen . Dan is er het <span class=""target"">zwarte</span> gat . Maar hoe diep ze soms ook in de put zit , ze voelt"
zwart/adj/de_morgen_20020418_01_6/1483	Slecht/ onvriendelijk (emotie)	R0	4		zwart_8	R0	3.0	"Twijfel tussen ""deprimerend"" en ""ongeluk zijnde""."	kandidatuur burgerlijk ingenieur . Zijn ouders emigreerden uit Marokko en hebben in België als gastarbeiders <span class='target'>zwarte</span> <em>tijden</em> gekend . Vooral die achtergrond heeft Mohammed in de richting van zijn studie geduwd	kandidatuur burgerlijk ingenieur . Zijn ouders emigreerden uit Marokko en hebben in België als gastarbeiders <span class='target'>zwarte</span> <em>tijden</em> gekend . Vooral die achtergrond heeft Mohammed in de richting van zijn studie geduwd	zwart/adj/de_morgen_20020418_01_6/1661	"kandidatuur burgerlijk ingenieur . Zijn ouders emigreerden uit Marokko en hebben in België als gastarbeiders <span class=""target"">zwarte</span> tijden gekend . Vooral die achtergrond heeft Mohammed in de richting van zijn studie geduwd"
zwart/adj/de_morgen_20010421_01_231/748	Kleur	L1	3		zwart_1	L1	3.0	Metonymisch : pion wordt gelijkgesteld aan de speler.	zin in de stellingen die na exd6 ontstaan . In ruil voor de <em>pion</em> krijgt <span class='target'>zwart</span> voorlopig vrijer stukkenspel en lichte druk tegen d4 . ) 9. dxe7 Te8 10. Pge2	zin in de stellingen die na exd6 ontstaan . In ruil voor de <em>pion</em> krijgt <span class='target'>zwart</span> voorlopig vrijer stukkenspel en lichte druk tegen d4 . ) 9. dxe7 Te8 10. Pge2	zwart/adj/de_morgen_20010421_01_231/844	"zin in de stellingen die na exd6 ontstaan . In ruil voor de pion krijgt <span class=""target"">zwart</span> voorlopig vrijer stukkenspel en lichte druk tegen d4 . ) 9. dxe7 Te8 10. Pge2"
zwart/adj/de_standaard_20020125_01_14/2257	Slecht/ onvriendelijk (emotie)	R0	5		zwart_8	R0	1.0	"Twijfel tussen ""deprimerend"" en ""ongeluk zijnde""."	". Hij gedroeg zich als een beest en viel iedereen aan . Dat was een <span class='target'>zwart</span> <em>jaar</em> voor mij , een zwart jaar . "" Galina Nikolajevna Matafonova 42 jaar ,"	". Hij gedroeg zich als een beest en viel iedereen aan . Dat was een <span class='target'>zwart</span> <em>jaar</em> voor mij , een zwart jaar . "" Galina Nikolajevna Matafonova 42 jaar ,"	zwart/adj/de_standaard_20020125_01_14/2687	". Hij gedroeg zich als een beest en viel iedereen aan . Dat was een <span class=""target"">zwart</span> jaar voor mij , een zwart jaar . "" Galina Nikolajevna Matafonova 42 jaar ,"
zwart/adj/de_standaard_20020514_01_96/262	Kleur	L0,R0	4		zwart_1	R0,L0	5.0		. In de gaanderij van de Universiteitsbibliotheek aan het Ladeuzeplein bouwde hij met een <em>schuine</em> <span class='target'>zwarte</span> <em>wand</em> een vluchtperspectief na , waarin hij een leessalon plaatste met een door hemzelf gesigneerde boekencollectie .	. In de gaanderij van de Universiteitsbibliotheek aan het Ladeuzeplein bouwde hij met een <em>schuine</em> <span class='target'>zwarte</span> <em>wand</em> een vluchtperspectief na , waarin hij een leessalon plaatste met een door hemzelf gesigneerde boekencollectie .	zwart/adj/de_standaard_20020514_01_96/298	". In de gaanderij van de Universiteitsbibliotheek aan het Ladeuzeplein bouwde hij met een schuine <span class=""target"">zwarte</span> wand een vluchtperspectief na , waarin hij een leessalon plaatste met een door hemzelf gesigneerde boekencollectie ."
zwart/adj/de_standaard_19990604_01_77/177	Slecht/ onvriendelijk (emotie)	R0	4		geen	R0	3.0	"Met negatieve gevolgen	 de lijst zelf is niet illegaal."	"bedrijven werkt , volstaat niet . Men maakt geen onderscheid . België staat op de <span class='target'>zwarte</span> <em>lijst</em> zo je wil "" , zegt Luc De Bruyckere , topman van Ter Beke uit Waarschoot ."	"bedrijven werkt , volstaat niet . Men maakt geen onderscheid . België staat op de <span class='target'>zwarte</span> <em>lijst</em> zo je wil "" , zegt Luc De Bruyckere , topman van Ter Beke uit Waarschoot ."	zwart/adj/de_standaard_19990604_01_77/209	"bedrijven werkt , volstaat niet . Men maakt geen onderscheid . België staat op de <span class=""target"">zwarte</span> lijst zo je wil "" , zegt Luc De Bruyckere , topman van Ter Beke uit Waarschoot ."
zwart/adj/de_standaard_20010924_01_77/771	Slecht/ onvriendelijk (emotie)	R0	4		zwart_3	R0	5.0	"""Zwarte sneeuw zien"" betekent ""ongeluk hebben""."	"speeldagen evenveel overwinningen telt en daarmee het record van Bayern München evenaarde . PSV ziet <span class='target'>zwarte</span> <em>sneeuw</em> in Nederland . De Eindhovenaren liepen bij Heerenveen een beschamende 4-1-nederlaag op . """	"speeldagen evenveel overwinningen telt en daarmee het record van Bayern München evenaarde . PSV ziet <span class='target'>zwarte</span> <em>sneeuw</em> in Nederland . De Eindhovenaren liepen bij Heerenveen een beschamende 4-1-nederlaag op . """	zwart/adj/de_standaard_20010924_01_77/895	"speeldagen evenveel overwinningen telt en daarmee het record van Bayern München evenaarde . PSV ziet <span class=""target"">zwarte</span> sneeuw in Nederland . De Eindhovenaren liepen bij Heerenveen een beschamende 4-1-nederlaag op . """
zwart/adj/de_standaard_20040921_01_53/1019	Donker/duister (neutraal)	R0	4		zwart_1	R0	5.0		hem bij zijn foto's . Eigenlijk gelijkt hij op zijn foto's . Hij heeft levendige <span class='target'>zwarte</span> <em>ogen</em> en de mensen op zijn foto's hebben dat meestal ook , zelfs als ze in grote nood zijn .	hem bij zijn foto's . Eigenlijk gelijkt hij op zijn foto's . Hij heeft levendige <span class='target'>zwarte</span> <em>ogen</em> en de mensen op zijn foto's hebben dat meestal ook , zelfs als ze in grote nood zijn .	zwart/adj/de_standaard_20040921_01_53/1155	"hem bij zijn foto's . Eigenlijk gelijkt hij op zijn foto's . Hij heeft levendige <span class=""target"">zwarte</span> ogen en de mensen op zijn foto's hebben dat meestal ook , zelfs als ze in grote nood zijn ."
zwart/adj/de_standaard_19990605_01_116/165	Huidskleur	L1,L15	4		zwart_9	L15,L1	5.0		Zij die in Brussel wonen , hebben allemaal de verkiezingspamfletten van mijnheer Johan Demol in de bus gekregen , waarin hij van leer trekt tegen <em>immigratie</em> ( zou hij daarmee ons bedoelen ? ) en met foto's waarop de <em>misdadigers</em> allemaal <span class='target'>zwart</span> zijn . Hij wil onze stem werven in zijn oude politie-uniform -- hoe is het	Zij die in Brussel wonen , hebben allemaal de verkiezingspamfletten van mijnheer Johan Demol in de bus gekregen , waarin hij van leer trekt tegen <em>immigratie</em> ( zou hij daarmee ons bedoelen ? ) en met foto's waarop de <em>misdadigers</em> allemaal <span class='target'>zwart</span> zijn . Hij wil onze stem werven in zijn oude politie-uniform -- hoe is het	zwart/adj/de_standaard_19990605_01_116/187	"Zij die in Brussel wonen , hebben allemaal de verkiezingspamfletten van mijnheer Johan Demol in de bus gekregen , waarin hij van leer trekt tegen immigratie ( zou hij daarmee ons bedoelen ? ) en met foto's waarop de misdadigers allemaal <span class=""target"">zwart</span> zijn . Hij wil onze stem werven in zijn oude politie-uniform -- hoe is het"
zwart/adj/de_standaard_20000128_01_126/401	Donker/duister (neutraal)	L0,R9,R10,R12	2		zwart_1	L14,L13	3.0		lederen silhouetten , die spraken van vleselijke lusten . Ook wat volgde , bleek <em>overwegend</em> <span class='target'>zwart</span> , maar dan niet in de Belgische zin van <em>new</em> <em>wave</em> en <em>gotiek</em> . Neen	<em>lederen</em> <em>silhouetten</em> , die spraken van vleselijke lusten . Ook wat volgde , bleek overwegend <span class='target'>zwart</span> , maar dan niet in de Belgische zin van new wave en gotiek . Neen	zwart/adj/de_standaard_20000128_01_126/451	"lederen silhouetten , die spraken van vleselijke lusten . Ook wat volgde , bleek overwegend <span class=""target"">zwart</span> , maar dan niet in de Belgische zin van new wave en gotiek . Neen"
zwart/adj/de_standaard_20020219_01_8/193	Kleur	R0	5		zwart_1	R0	5.0		"te nemen . "" De voortvluchtige Razzak , "" onherkenbaar "" geworden zonder Taliban-baard en <span class='target'>zwarte</span> <em>tulband</em> , is er tot nu in geslaagd uit de handen te blijven van de VS-commando's en de Afghaanse troepen ."	"te nemen . "" De voortvluchtige Razzak , "" onherkenbaar "" geworden zonder Taliban-baard en <span class='target'>zwarte</span> <em>tulband</em> , is er tot nu in geslaagd uit de handen te blijven van de VS-commando's en de Afghaanse troepen ."	zwart/adj/de_standaard_20020219_01_8/225	"te nemen . "" De voortvluchtige Razzak , "" onherkenbaar "" geworden zonder Taliban-baard en <span class=""target"">zwarte</span> tulband , is er tot nu in geslaagd uit de handen te blijven van de VS-commando's en de Afghaanse troepen ."
zwart/adj/de_standaard_20030414_01_61/419	Huidskleur	R0,L22	2		geen	R0	1.0	"Twijfel tussen ""huidskleur"" en ""zwarte kleding dragend""."	Een knal van Baseggio zoefde over en <em>Aruna</em> had de wedstrijd moeten beslissen toen Dimvula zijn interceptie miste , maar in plaats van de vrijstaande Jestrovic te bedienen besloot de <span class='target'>zwarte</span> <em>parel</em> knullig in het zijnet . Met die 1-0-achterstand aan de rust kwam Standard goed	Een knal van Baseggio zoefde over en Aruna had de wedstrijd moeten beslissen toen Dimvula zijn interceptie miste , maar in plaats van de vrijstaande Jestrovic te bedienen besloot de <span class='target'>zwarte</span> <em>parel</em> knullig in het zijnet . Met die 1-0-achterstand aan de rust kwam Standard goed	zwart/adj/de_standaard_20030414_01_61/469	"Een knal van Baseggio zoefde over en Aruna had de wedstrijd moeten beslissen toen Dimvula zijn interceptie miste , maar in plaats van de vrijstaande Jestrovic te bedienen besloot de <span class=""target"">zwarte</span> parel knullig in het zijnet . Met die 1-0-achterstand aan de rust kwam Standard goed"
zwart/adj/de_standaard_20020529_01_114/221	Huidskleur	R0,R5,R6	5		zwart_9	R0,R5,R13	5.0		advocaat moet vervullen in een vreemdsoortig proces . Dat proces bevat interessante elementen : een <span class='target'>zwarte</span> <em>US-luchtmachtofficier</em> wordt ervan beschuldigd een <em>blanke</em> <em>medegevangene</em> te hebben vermoord . Het Amerikaanse rassenprobleem wordt	advocaat moet vervullen in een vreemdsoortig proces . Dat proces bevat interessante elementen : een <span class='target'>zwarte</span> <em>US-luchtmachtofficier</em> wordt ervan beschuldigd een <em>blanke</em> medegevangene te hebben vermoord . Het Amerikaanse <em>rassenprobleem</em> wordt	zwart/adj/de_standaard_20020529_01_114/253	"advocaat moet vervullen in een vreemdsoortig proces . Dat proces bevat interessante elementen : een <span class=""target"">zwarte</span> US-luchtmachtofficier wordt ervan beschuldigd een blanke medegevangene te hebben vermoord . Het Amerikaanse rassenprobleem wordt"
zwart/adj/de_standaard_20021207_01_46/529	Huidskleur	R1,R3,R4,L14,L13	5		zwart_9	L0,L5	5.0		Hij wierf <em>zwarte</em> <em>medewerkers</em> aan , stuurde zijn dochter naar een geïntegreerde openbare school , en steunde <span class='target'>zwarten</span> voor <em>benoemingen</em> tot <em>federale</em> <em>rechters</em> . Thurmonds eerste vrouw overleed in 1960 . Hij hertrouwde	Hij wierf zwarte medewerkers aan , stuurde zijn dochter naar een <em>geïntegreerde</em> openbare school , en <em>steunde</em> <span class='target'>zwarten</span> voor benoemingen tot federale rechters . Thurmonds eerste vrouw overleed in 1960 . Hij hertrouwde	zwart/adj/de_standaard_20021207_01_46/601	"Hij wierf zwarte medewerkers aan , stuurde zijn dochter naar een geïntegreerde openbare school , en steunde <span class=""target"">zwarten</span> voor benoemingen tot federale rechters . Thurmonds eerste vrouw overleed in 1960 . Hij hertrouwde"
zwart/adj/de_standaard_20020126_01_58/1025	Kleur	R0	5		zwart_1	R0	5.0		Een boer die mest vervoert met paard en slee , een lokale kroeg waar je uitsluitend in dialect wordt bediend , een taverne waar bejaarde vrouwen met <span class='target'>zwarte</span> <em>kousen</em> urenlang kaartspelen bij één kopje thee ; het zijn hier dagelijkse beelden . In	Een boer die mest vervoert met paard en slee , een lokale kroeg waar je uitsluitend in dialect wordt bediend , een taverne waar bejaarde vrouwen met <span class='target'>zwarte</span> <em>kousen</em> urenlang kaartspelen bij één kopje thee ; het zijn hier dagelijkse beelden . In	zwart/adj/de_standaard_20020126_01_58/1153	"Een boer die mest vervoert met paard en slee , een lokale kroeg waar je uitsluitend in dialect wordt bediend , een taverne waar bejaarde vrouwen met <span class=""target"">zwarte</span> kousen urenlang kaartspelen bij één kopje thee ; het zijn hier dagelijkse beelden . In"
